TRANSFORMER,3,5,0.8124666213989258,0.002086733467876911,0.8154000043869019,0.8107200264930725,647145
LSTM_DENSE_CON,3,5,0.8037467002868652,0.002402296755462885,0.8063600063323975,0.8005599975585938,1059457
TRANSFORMER,3,5,0.6083199977874756,0.15318760994727162,0.8249599933624268,0.5,647145
TRANSFORMER,3,5,0.8149466713269552,0.002162066963054953,0.8180000185966492,0.8132799863815308,647145
TRANSFORMER_MASK,3,5,0.8156000177065531,0.0029028665253352823,0.8184000253677368,0.8116000294685364,647145
TRANSFORMER_MASK,3,5,0.8402533332506815,0.004945158202494835,0.8471999764442444,0.836080014705658,647145
TRANSFORMER_MASK,5,5,0.8397280097007751,0.010410522449455225,0.8533200025558472,0.821120023727417,647145
TRANSFORMER_MASKED,5,5,0.8449280023574829,0.00459057884692543,0.8489999771118164,0.8360000252723694,647145
LSTM_DENSE_CON,5,5,0.8322399973869323,0.005777688955720653,0.8376399874687195,0.8216800093650818,1059457
TRANSFORMER_NO_MASKED,5,5,0.8450479984283448,0.004960221864268846,0.8520799875259399,0.837119996547699,647145
TRANSFORMER_NO_MASKED,5,5,0.8460319995880127,0.0031074939600185224,0.8506799936294556,0.8418800234794617,647145
TRANSFORMER_NO_MASKED,5,5,0.7742160081863403,0.13729831370716852,0.8529599905014038,0.5,647145
